Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,created_at
30,Yes,Travel_Frequently,1225,Research & Development,5,3,Medical,1,1017,2,Female,161.1842105,3,1,Laboratory Technician,2,Single,2422,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2,3/12/2025
26,No,Travel_Rarely,158.7619048,Research & Development,2,2,Medical,1,1018,4,Male,20.88972431,4,2,Manufacturing Director,4,Married,5472,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3,16/11/2025
22,No,Travel_Rarely,327.6666667,Research & Development,8,1,Life Sciences,1,1019,2,Male,43.11403509,1,1,Laboratory Technician,1,Married,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1,9/12/2025
48,No,Travel_Rarely,624.7142857,Research & Development,6,3,Life Sciences,1,1022,1,Male,82.19924812,2,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2,12/01/2026
48,No,Travel_Rarely,1059.285714,Research & Development,4,4,Life Sciences,1,1024,3,Male,139.3796992,2,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8,4/12/2025
41,No,Travel_Rarely,1112.904762,Research & Development,7,2,Medical,1,1025,4,Female,146.4348371,3,2,Manufacturing Director,3,Single,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1,14/12/2025
39,No,Travel_Rarely,336.1904762,Research & Development,1,1,Life Sciences,1,1026,4,Female,44.23558897,2,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8,8/02/2026
27,No,Travel_Rarely,221.8095238,Research & Development,2,4,Life Sciences,1,1027,1,Female,29.18546366,3,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2,10/12/2025
35,No,Travel_Rarely,454.3333333,Research & Development,10,3,Other,1,1028,2,Male,59.78070175,3,1,Laboratory Technician,4,Divorced,3917,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2,8/12/2025
42,No,Travel_Rarely,370,Sales,5,2,Marketing,1,1029,4,Male,48.68421053,3,5,Manager,3,Married,18303,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0,24/12/2025
50,No,Travel_Rarely,960.2380952,Research & Development,9,3,Life Sciences,1,1030,1,Male,126.3471178,3,1,Laboratory Technician,4,Married,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0,11/01/2026
59,No,Travel_Rarely,1039.47619,Research & Development,2,3,Life Sciences,1,1032,3,Female,136.773183,2,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3,18/12/2025
37,Yes,Travel_Rarely,684.8571429,Research & Development,11,2,Medical,1,1033,1,Female,90.11278195,1,2,Healthcare Representative,2,Married,4777,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0,30/12/2025
55,No,Travel_Frequently,618.6666667,Research & Development,18,4,Medical,1,1034,3,Male,81.40350877,3,2,Healthcare Representative,2,Married,6385,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7,3/11/2025
41,No,Non-Travel,965.9047619,Research & Development,7,1,Life Sciences,1,1035,2,Female,127.0927318,1,5,Research Director,3,Divorced,19973,20284,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10,17/12/2025
38,No,Travel_Rarely,237.1904762,Sales,3,4,Life Sciences,1,1036,2,Male,31.20927318,3,2,Sales Executive,4,Single,6861,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0,14/12/2025
26,Yes,Non-Travel,1038.714286,Sales,29,2,Medical,1,1037,2,Male,136.6729323,1,2,Sales Executive,1,Single,4969,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2,17/12/2025
52,Yes,Travel_Rarely,1230.761905,Sales,2,1,Marketing,1,1038,1,Female,161.9423559,1,5,Manager,4,Married,19845,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9,4/01/2026
44,No,Travel_Rarely,558.9047619,Sales,28,3,Medical,1,1039,4,Female,73.54010025,4,4,Sales Executive,4,Married,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11,4/12/2025
50,No,Non-Travel,1186.666667,Sales,1,3,Life Sciences,1,1040,4,Female,156.1403509,3,2,Sales Executive,3,Married,6347,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13,26/11/2025
36,Yes,Travel_Rarely,393.7619048,Research & Development,16,4,Life Sciences,1,1042,3,Female,51.81077694,4,1,Laboratory Technician,1,Single,2743,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14,25/01/2026
39,No,Travel_Frequently,242.047619,Research & Development,22,3,Medical,1,1043,4,Female,31.84837093,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8,4/12/2025
33,No,Non-Travel,1020.809524,Sales,8,1,Life Sciences,1,1044,2,Female,134.3170426,2,1,Sales Representative,4,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2,13/01/2026
45,No,Travel_Rarely,257.3333333,Sales,11,2,Life Sciences,1,1045,4,Female,33.85964912,3,4,Manager,4,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,5/01/2026
32,No,Non-Travel,530.2380952,Research & Development,29,4,Medical,1,1046,4,Female,69.76817043,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,21/01/2026
34,No,Travel_Rarely,584.6666667,Sales,1,4,Marketing,1,1047,2,Male,76.92982456,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,29/01/2026
59,No,Travel_Rarely,525.6190476,Sales,1,2,Technical Degree,1,1048,2,Male,69.160401,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,1/02/2026
45,No,Travel_Rarely,396.0952381,Human Resources,24,4,Medical,1,1049,2,Male,52.11779449,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,21/01/2026
53,No,Travel_Frequently,1120.809524,Sales,2,3,Marketing,1,1050,3,Female,147.4749373,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,20/01/2026
36,Yes,Travel_Rarely,374.1904762,Research & Development,15,3,Other,1,1052,1,Male,49.23558897,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,11/01/2026
26,Yes,Travel_Frequently,730.7619048,Research & Development,2,3,Life Sciences,1,1053,1,Male,96.15288221,3,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,3/02/2026
34,No,Travel_Rarely,876.6666667,Sales,10,4,Life Sciences,1,1055,3,Female,115.3508772,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,26/12/2025
28,No,Travel_Rarely,1113.52381,Sales,10,1,Medical,1,1056,4,Male,146.5162907,3,1,Sales Representative,2,Married,1052,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0,31/12/2025
38,No,Travel_Frequently,142.7142857,Research & Development,3,4,Other,1,1060,3,Male,18.77819549,3,1,Research Scientist,3,Married,2821,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2,18/12/2025
50,No,Travel_Rarely,612.047619,Research & Development,2,4,Medical,1,1061,2,Male,80.53258145,3,5,Research Director,3,Married,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7,17/12/2025
37,No,Travel_Rarely,659.4285714,Research & Development,3,3,Other,1,1062,4,Female,86.76691729,3,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,7/02/2026
40,No,Travel_Rarely,1057.952381,Sales,26,3,Marketing,1,1066,3,Male,139.2042607,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,25/01/2026
26,No,Travel_Frequently,1203.095238,Research & Development,1,1,Medical,1,1068,1,Female,158.302005,2,1,Research Scientist,3,Divorced,2007,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3,21/01/2026
46,No,Travel_Rarely,1021.190476,Research & Development,1,4,Medical,1,1069,4,Male,134.3671679,3,5,Research Director,4,Divorced,19627,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2,20/11/2025
54,No,Travel_Rarely,399.6190476,Sales,2,4,Life Sciences,1,1070,3,Female,52.58145363,2,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,11/11/2025
56,No,Travel_Frequently,578.7619048,Research & Development,9,3,Medical,1,1071,1,Female,76.15288221,3,1,Research Scientist,3,Married,2942,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3,1/12/2025
36,No,Travel_Rarely,746.1428571,Research & Development,12,5,Medical,1,1073,4,Female,98.17669173,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,16/01/2026
55,No,Non-Travel,824.9047619,Research & Development,2,1,Medical,1,1074,3,Male,108.5401003,2,4,Manager,1,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2,7/01/2026
43,No,Travel_Rarely,250.8571429,Sales,25,3,Medical,1,1076,3,Male,33.0075188,2,3,Sales Executive,4,Divorced,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0,29/01/2026
20,Yes,Travel_Frequently,819.2857143,Sales,9,3,Marketing,1,1077,4,Female,107.8007519,3,1,Sales Representative,4,Single,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2,6/01/2026
21,Yes,Travel_Rarely,821.8095238,Research & Development,10,3,Life Sciences,1,1079,3,Female,108.1328321,2,1,Laboratory Technician,1,Single,1416,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0,24/01/2026
46,No,Travel_Rarely,1001.380952,Research & Development,8,4,Life Sciences,1,1080,4,Female,131.7606516,2,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7,13/12/2025
51,Yes,Travel_Rarely,492,Research & Development,4,4,Life Sciences,1,1081,1,Male,64.73684211,3,1,Research Scientist,3,Married,2461,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7,28/11/2025
28,Yes,Non-Travel,588.3333333,Research & Development,24,2,Technical Degree,1,1082,2,Male,77.4122807,2,3,Healthcare Representative,1,Single,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9,11/11/2025
26,No,Travel_Rarely,530.5238095,Research & Development,1,2,Medical,1,1083,1,Male,69.80576441,2,1,Laboratory Technician,1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,8/02/2026
30,No,Travel_Rarely,433.1428571,Research & Development,20,3,Other,1,1084,3,Male,56.9924812,3,2,Manufacturing Director,1,Married,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2,22/11/2025
41,No,Travel_Rarely,898.2380952,Research & Development,7,2,Technical Degree,1,1085,2,Female,118.1892231,4,1,Research Scientist,3,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8,7/11/2025
38,No,Travel_Rarely,1171.809524,Research & Development,17,1,Life Sciences,1,1088,3,Female,154.1854637,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,28/11/2025
40,No,Travel_Rarely,1263.904762,Research & Development,20,4,Technical Degree,1,1092,1,Male,166.3032581,3,3,Healthcare Representative,4,Married,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1,7/12/2025
27,No,Non-Travel,279.4761905,Research & Development,8,5,Life Sciences,1,1094,1,Male,36.77318296,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,3/12/2025
55,No,Travel_Frequently,753,Research & Development,2,1,Life Sciences,1,1096,4,Male,99.07894737,3,3,Manufacturing Director,2,Married,10976,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2,9/02/2026
28,No,Travel_Rarely,376.6190476,Research & Development,10,3,Other,1,1097,3,Female,49.55513784,3,2,Research Scientist,3,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7,29/01/2026
44,Yes,Travel_Rarely,110.7619048,Human Resources,1,2,Medical,1,1098,2,Male,14.57393484,2,3,Human Resources,1,Married,10482,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6,16/12/2025
33,No,Travel_Rarely,1010.190476,Research & Development,5,3,Life Sciences,1,1099,4,Male,132.9197995,2,3,Healthcare Representative,4,Divorced,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2,20/11/2025
35,Yes,Travel_Rarely,492.047619,Sales,4,3,Technical Degree,1,1100,4,Male,64.74310777,3,3,Sales Executive,1,Single,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7,13/11/2025
33,Yes,Travel_Frequently,149,Research & Development,29,4,Medical,1,1101,1,Female,19.60526316,2,2,Research Scientist,3,Single,4508,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8,3/12/2025
28,No,Travel_Rarely,1070.571429,Research & Development,15,2,Life Sciences,1,1102,1,Male,140.8646617,3,1,Laboratory Technician,3,Divorced,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2,8/02/2026
34,No,Travel_Frequently,1060.285714,Research & Development,3,1,Life Sciences,1,1103,1,Male,139.5112782,3,2,Healthcare Representative,4,Single,7756,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4,8/02/2026
37,No,Travel_Rarely,1153.47619,Sales,10,4,Life Sciences,1,1105,4,Female,151.773183,2,2,Sales Executive,4,Divorced,6694,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0,8/02/2026
25,Yes,Travel_Rarely,219.2857143,Research & Development,4,1,Technical Degree,1,1106,4,Male,28.85338346,3,1,Laboratory Technician,4,Married,3691,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6,5/11/2025
26,Yes,Travel_Rarely,922.5238095,Research & Development,21,3,Medical,1,1107,1,Male,121.3847118,3,1,Laboratory Technician,3,Divorced,2377,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0,2/01/2026
33,Yes,Travel_Rarely,142.5238095,Research & Development,25,3,Medical,1,1108,1,Male,18.75313283,2,1,Research Scientist,2,Single,2313,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2,18/11/2025
42,No,Travel_Rarely,685.6666667,Research & Development,2,2,Medical,1,1109,4,Male,90.21929825,3,4,Manager,1,Married,17665,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7,28/01/2026
28,Yes,Travel_Frequently,340.952381,Research & Development,1,3,Medical,1,1111,1,Male,44.86215539,2,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0,15/11/2025
50,Yes,Travel_Frequently,821.4761905,Sales,1,4,Other,1,1113,4,Male,108.0889724,3,2,Sales Executive,3,Single,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0,19/01/2026
33,No,Travel_Frequently,638.1428571,Sales,7,3,Life Sciences,1,1114,4,Female,83.96616541,3,2,Sales Executive,2,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,3/02/2026
34,No,Non-Travel,1070.380952,Research & Development,3,4,Life Sciences,1,1115,3,Male,140.839599,2,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,15/11/2025
48,No,Non-Travel,769.2380952,Research & Development,1,4,Medical,1,1116,1,Male,101.2155388,4,4,Manager,4,Single,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1,3/02/2026
45,No,Non-Travel,855.7142857,Sales,9,4,Life Sciences,1,1117,2,Female,112.593985,2,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,2/12/2025
52,No,Travel_Rarely,729.6190476,Research & Development,7,4,Life Sciences,1,1118,2,Male,96.00250627,3,3,Healthcare Representative,2,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0,8/11/2025
38,No,Travel_Rarely,265.1904762,Sales,10,4,Marketing,1,1119,3,Male,34.89348371,2,3,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7,4/12/2025
29,No,Travel_Rarely,1284.190476,Research & Development,28,4,Life Sciences,1,1120,3,Female,168.9724311,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,17/01/2026
28,No,Travel_Rarely,382.8095238,Research & Development,3,3,Medical,1,1121,4,Female,50.36967419,3,3,Manufacturing Director,2,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7,15/12/2025
46,No,Travel_Rarely,742.6666667,Sales,3,1,Marketing,1,1124,1,Male,97.71929825,3,4,Manager,3,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9,18/01/2026
38,No,Travel_Rarely,981.8571429,Sales,2,2,Marketing,1,1125,4,Male,129.1917293,3,3,Sales Executive,2,Single,7351,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0,22/12/2025
43,No,Travel_Frequently,549.2857143,Research & Development,27,3,Life Sciences,1,1126,3,Female,72.27443609,3,3,Manufacturing Director,1,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,18/12/2025
39,Yes,Travel_Frequently,645.0952381,Research & Development,2,3,Life Sciences,1,1127,1,Male,84.88095238,3,4,Healthcare Representative,4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5,22/01/2026
40,No,Travel_Rarely,835.4285714,Research & Development,14,3,Medical,1,1128,3,Male,109.924812,2,5,Research Director,3,Single,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9,2/12/2025
21,No,Travel_Rarely,1206,Research & Development,1,1,Technical Degree,1,1131,4,Female,158.6842105,2,1,Research Scientist,2,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2,4/02/2026
39,No,Non-Travel,417.6190476,Research & Development,9,3,Life Sciences,1,1132,3,Male,54.94987469,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,31/12/2025
36,No,Non-Travel,1106.571429,Research & Development,18,4,Life Sciences,1,1133,1,Male,145.6015038,3,2,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,24/12/2025
31,No,Travel_Frequently,1046.714286,Sales,20,3,Life Sciences,1,1135,3,Male,137.7255639,4,1,Sales Representative,4,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2,14/11/2025
28,No,Travel_Rarely,948.1428571,Research & Development,2,1,Life Sciences,1,1136,1,Male,124.7556391,2,1,Research Scientist,2,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4,26/11/2025
35,No,Travel_Frequently,880.952381,Sales,11,2,Marketing,1,1137,4,Male,115.914787,3,2,Sales Executive,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2,7/11/2025
49,No,Travel_Rarely,565.6666667,Sales,8,4,Technical Degree,1,1138,4,Male,74.42982456,2,4,Sales Executive,2,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3,7/11/2025
34,No,Travel_Frequently,754,Research & Development,2,2,Life Sciences,1,1140,4,Male,99.21052632,3,2,Manufacturing Director,3,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,5/01/2026
29,No,Travel_Frequently,854.2857143,Research & Development,10,3,Life Sciences,1,1143,4,Female,112.406015,3,1,Research Scientist,2,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1,9/02/2026
42,No,Travel_Rarely,455.1428571,Research & Development,29,3,Medical,1,1148,2,Male,59.88721805,1,2,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,27/01/2026
29,No,Travel_Rarely,842.3333333,Research & Development,8,1,Medical,1,1150,2,Male,110.8333333,2,2,Manufacturing Director,4,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2,22/01/2026
38,No,Travel_Rarely,285.9047619,Human Resources,1,3,Human Resources,1,1152,3,Male,37.61904762,4,1,Human Resources,3,Married,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0,8/01/2026
28,No,Travel_Frequently,1051.809524,Research & Development,6,3,Life Sciences,1,1154,3,Male,138.39599,2,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,27/11/2025
18,Yes,Non-Travel,645.5238095,Research & Development,8,1,Medical,1,1156,3,Male,84.93734336,3,1,Laboratory Technician,3,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0,8/11/2025
33,Yes,Travel_Rarely,875.4761905,Sales,9,4,Marketing,1,1157,1,Female,115.1942356,3,2,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,1/11/2025
41,No,Travel_Rarely,431,Research & Development,12,4,Life Sciences,1,1158,2,Male,56.71052632,3,1,Laboratory Technician,4,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0,28/11/2025
31,Yes,Travel_Frequently,296.8095238,Research & Development,15,3,Medical,1,1160,3,Male,39.05388471,3,1,Laboratory Technician,3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2,3/12/2025
37,No,Travel_Rarely,817.6666667,Research & Development,25,2,Medical,1,1161,3,Female,107.5877193,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,4/02/2026
27,No,Travel_Rarely,378.5714286,Research & Development,6,3,Life Sciences,1,1162,4,Male,49.81203008,2,1,Research Scientist,3,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2,25/01/2026
34,No,Travel_Rarely,277.5714286,Sales,9,1,Life Sciences,1,1163,2,Female,36.52255639,3,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3,2/01/2026
35,No,Travel_Rarely,338.4761905,Human Resources,8,4,Technical Degree,1,1164,3,Male,44.53634085,3,1,Human Resources,3,Single,4323,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4,13/12/2025
29,Yes,Travel_Rarely,531.5238095,Sales,23,1,Life Sciences,1,1165,4,Female,69.93734336,2,3,Sales Executive,1,Married,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10,21/01/2026
40,No,Travel_Frequently,656.2857143,Research & Development,9,4,Medical,1,1166,2,Female,86.35338346,3,3,Research Director,3,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13,28/01/2026
42,Yes,Travel_Frequently,116.5238095,Sales,12,3,Life Sciences,1,1167,3,Male,15.3320802,3,4,Sales Executive,1,Single,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14,3/02/2026
42,No,Travel_Rarely,107.2857143,Sales,4,4,Marketing,1,1171,2,Male,14.11654135,3,2,Sales Executive,1,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5,29/12/2025
35,No,Travel_Rarely,778.0952381,Research & Development,1,4,Medical,1,1172,4,Male,102.3809524,2,1,Laboratory Technician,3,Married,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7,5/02/2026
24,No,Travel_Rarely,305.1904762,Research & Development,24,3,Medical,1,1173,4,Male,40.1566416,3,1,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2,7/01/2026
28,Yes,Travel_Rarely,1093.095238,Research & Development,12,1,Life Sciences,1,1175,3,Female,143.8283208,3,1,Laboratory Technician,4,Married,2515,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0,23/01/2026
26,No,Travel_Rarely,639.0952381,Research & Development,3,4,Medical,1,1177,1,Male,84.0914787,4,1,Laboratory Technician,4,Married,4420,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7,5/12/2025
30,No,Travel_Rarely,128.8571429,Sales,10,3,Marketing,1,1179,3,Male,16.95488722,2,2,Sales Executive,3,Married,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4,9/12/2025
40,No,Travel_Frequently,1009.666667,Research & Development,26,2,Medical,1,1180,3,Female,132.8508772,2,2,Research Scientist,4,Married,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0,13/11/2025
35,No,Travel_Rarely,932.7619048,Research & Development,2,3,Life Sciences,1,1182,3,Male,122.7318296,2,3,Manufacturing Director,2,Divorced,10274,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4,6/01/2026
34,No,Travel_Frequently,1226.428571,Research & Development,1,3,Medical,1,1184,4,Male,161.3721805,2,2,Healthcare Representative,1,Single,5343,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9,2/02/2026
35,No,Travel_Frequently,1263.666667,Research & Development,4,4,Other,1,1185,4,Male,166.2719298,2,1,Laboratory Technician,4,Married,2376,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2,15/12/2025
43,Yes,Travel_Rarely,451.8571429,Sales,9,3,Marketing,1,1188,1,Female,59.45488722,1,2,Sales Executive,3,Single,5346,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3,9/01/2026
32,No,Non-Travel,711.7619048,Sales,2,1,Life Sciences,1,1190,3,Female,93.65288221,3,1,Sales Representative,1,Divorced,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0,22/11/2025
56,No,Travel_Rarely,884.5238095,Research & Development,4,4,Technical Degree,1,1191,4,Female,116.3847118,3,5,Manager,1,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2,27/11/2025
29,No,Travel_Rarely,1254.380952,Research & Development,6,1,Medical,1,1192,2,Female,165.0501253,3,1,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8,19/11/2025
19,No,Travel_Rarely,341.5238095,Research & Development,9,2,Life Sciences,1,1193,3,Male,44.93734336,3,1,Research Scientist,1,Single,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0,29/01/2026
45,No,Travel_Rarely,957.1428571,Research & Development,7,3,Medical,1,1195,1,Female,125.9398496,3,1,Research Scientist,3,Married,4477,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2,10/12/2025
